GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0021800002,10,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,90,1,1,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,145,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,8,1,1,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,293,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-204,195,1,1,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,47,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,25,281,1,1,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,470,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,5,282,1,1,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,474,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-21,267,1,0,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,478,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,144,221,1,0,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,509,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,18,257,1,0,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800002,533,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,199,173,1,0,20181016,GSW,OKC,2018-19
Shot Chart Detail,0021800024,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,212,132,1,0,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,179,1,1,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-227,64,1,0,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-137,214,1,1,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,161,185,1,0,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,494,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-226,105,1,1,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,589,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,193,1,1,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,621,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,211,1,0,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800024,654,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,101,231,1,1,20181019,UTA,GSW,2018-19
Shot Chart Detail,0021800038,15,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-68,239,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-149,188,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,11,261,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,295,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,12,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-7,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,92,224,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,420,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,46,249,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,444,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,106,227,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,503,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,15,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,43,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,523,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-160,223,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,542,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,10,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,548,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,15,273,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,603,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-132,217,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,610,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,169,175,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,620,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,237,1,1,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,661,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,73,262,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800038,691,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,220,83,1,0,20181021,DEN,GSW,2018-19
Shot Chart Detail,0021800047,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-208,172,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,214,125,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-49,252,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,143,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,71,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,164,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,54,-138,530,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,270,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,188,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,305,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,139,223,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,423,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,3,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,457,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,186,177,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,501,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,243,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,506,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,96,245,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,518,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,87,267,1,1,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800047,521,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,33,149,297,1,0,20181022,GSW,PHX,2018-19
Shot Chart Detail,0021800062,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,197,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-170,227,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,30,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-154,272,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,142,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,48,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-7,331,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,150,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,82,278,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,178,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,101,256,1,0,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,290,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,29,1,0,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,315,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,123,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-10,271,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,455,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,15,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,29,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,464,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,39,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-12,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,471,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,46,Made Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-206,232,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,484,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,54,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-5,1,0,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,497,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,0,313,1,1,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,499,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,34,8,347,1,0,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800062,515,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-18,315,1,0,20181024,GSW,WAS,2018-19
Shot Chart Detail,0021800068,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,243,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,56,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-221,-13,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-171,167,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,108,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,143,268,1,0,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,250,1,0,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,256,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,141,253,1,0,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-84,265,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,31,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,222,83,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,413,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,212,1,0,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,15,267,1,0,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800068,589,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,201,1,1,20181026,NYK,GSW,2018-19
Shot Chart Detail,0021800083,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,55,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,227,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,14,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,167,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,146,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,11,252,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,277,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,19,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-10,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,298,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,19,264,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,90,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,308,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,45,121,440,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,92,253,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,381,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-165,241,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,52,252,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,462,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,215,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,466,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,220,70,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,560,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-21,1,0,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800083,608,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-30,247,1,1,20181028,BKN,GSW,2018-19
Shot Chart Detail,0021800091,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-122,267,1,1,20181029,CHI,GSW,2018-19
Shot Chart Detail,0021800091,150,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,180,176,1,0,20181029,CHI,GSW,2018-19
Shot Chart Detail,0021800091,267,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-5,1,0,20181029,CHI,GSW,2018-19
Shot Chart Detail,0021800091,352,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,206,1,1,20181029,CHI,GSW,2018-19
Shot Chart Detail,0021800108,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,8,299,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,141,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,33,278,1,0,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,269,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,206,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,414,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,63,263,1,0,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,55,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-16,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,467,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,217,147,1,0,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,490,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,62,276,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,528,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,12,Made Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,116,279,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,537,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,131,248,1,0,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800108,621,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,218,1,1,20181031,GSW,NOP,2018-19
Shot Chart Detail,0021800124,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-18,262,1,1,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,239,1,0,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-169,216,1,0,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-183,220,1,1,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,242,1,0,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-190,182,1,0,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,467,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,185,168,1,1,20181102,GSW,MIN,2018-19
Shot Chart Detail,0021800124,475,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,171,235,1,0,20181102,GSW,MIN,2018-19
